,iso3,year,country_emdat,tot_damages_year,nr_disasters_per_year,country,ccl_nlp,polity2,gdp,Country Name,pop,gdp_pc
376,GTM,2006,Guatemala,0.0,1,Guatemala,1.0,8.0,30231.0,Guatemala,13397021.0,0.0022565464367041003
377,GTM,2007,Guatemala,0.0,3,Guatemala,1.0,8.0,34113.0,Guatemala,13700327.0,0.0024899405685718306
378,GTM,2008,Guatemala,0.0,4,Guatemala,1.0,8.0,39136.0,Guatemala,14006428.0,0.002794145659407238
379,GTM,2009,Guatemala,0.0,3,Guatemala,3.0,8.0,37733.0,Guatemala,14316263.0,0.002635673848685233
380,GTM,2010,Guatemala,1.429064,5,Guatemala,4.0,8.0,41338.0,Guatemala,14630417.0,0.0028254833748074305
381,GTM,2011,Guatemala,0.074583,6,Guatemala,5.0,8.0,47654.0,Guatemala,14948803.0,0.0031878137667611245
382,GTM,2012,Guatemala,0.0,1,Guatemala,5.0,8.0,50388.0,Guatemala,15270778.0,0.0032996354213256193
383,GTM,2013,Guatemala,0.0,1,Guatemala,7.0,8.0,52996.0,Guatemala,15595821.0,0.0033980897831540897
384,GTM,2014,Guatemala,0.114461,4,Guatemala,7.0,8.0,57852.0,Guatemala,15923243.0,0.003633179497417706
385,GTM,2015,Guatemala,0.005716,4,Guatemala,7.0,8.0,62186.0,Guatemala,16252429.0,0.003826258831833691
386,GTM,2016,Guatemala,0.0,2,Guatemala,8.0,8.0,66053.0,Guatemala,16583060.0,0.003983161129489973
387,GTM,2017,Guatemala,0.0,6,Guatemala,8.0,8.0,71612.0,Guatemala,16914936.0,0.004233654800703946
388,GTM,2018,Guatemala,0.048202,3,Guatemala,8.0,8.0,73118.0,Guatemala,17247807.0,0.004239263577102874
389,HND,2000,Honduras,0.0,2,Honduras,1.0,7.0,7103.0,Honduras,6574509.0,0.001080384862200356
390,HND,2001,Honduras,0.007652,2,Honduras,1.0,7.0,7651.0,Honduras,6751912.0,0.0011331605032767014
391,HND,2002,Honduras,0.150643,5,Honduras,1.0,7.0,7858.0,Honduras,6929265.0,0.0011340308099055238
392,HND,2003,Honduras,0.02946,2,Honduras,2.0,7.0,8230.0,Honduras,7106319.0,0.001158124199040319
393,HND,2004,Honduras,0.0,1,Honduras,2.0,7.0,8869.0,Honduras,7282953.0,0.0012177752623146133
394,HND,2005,Honduras,0.160257,5,Honduras,2.0,7.0,9757.0,Honduras,7458985.0,0.0013080868241456445
395,HND,2006,Honduras,0.010753,1,Honduras,2.0,7.0,10917.0,Honduras,7634298.0,0.001429993956222301
396,HND,2007,Honduras,0.008598,3,Honduras,4.0,7.0,12361.0,Honduras,7808518.0,0.0015830148563402173
397,HND,2008,Honduras,0.0,2,Honduras,4.0,7.0,13881.0,Honduras,7980955.0,0.0017392655390238386
398,HND,2009,Honduras,0.0,2,Honduras,4.0,7.0,14587.0,Honduras,8150775.0,0.0017896457698807781
399,HND,2010,Honduras,0.11184,5,Honduras,6.0,7.0,15839.0,Honduras,8317470.0,0.0019043050350647493
400,HND,2011,Honduras,0.0,1,Honduras,7.0,7.0,17710.0,Honduras,8480671.0,0.002088278156292114
401,HND,2012,Honduras,0.0,1,Honduras,7.0,7.0,18528.0,Honduras,8640691.0,0.0021442729522442128
402,HND,2013,Honduras,0.0,1,Honduras,7.0,7.0,18499.0,Honduras,8798521.0,0.0021025124563548805
403,HND,2014,Honduras,0.001602,3,Honduras,8.0,7.0,19756.0,Honduras,8955589.0,0.0022059967245035474
404,HND,2016,Honduras,0.0,2,Honduras,9.0,7.0,21717.0,Honduras,9270795.0,0.0023425175510838067
405,HND,2017,Honduras,0.0,4,Honduras,9.0,7.0,23136.0,Honduras,9429013.0,0.0024537032667151905
406,HND,2018,Honduras,0.0,2,Honduras,9.0,7.0,24024.0,Honduras,9587522.0,0.002505756962017923
407,HUN,2000,Hungary,0.086547,1,Hungary,2.0,10.0,47218.0,Hungary,10210971.0,0.004624241906083172
408,HUN,2001,Hungary,0.007652,2,Hungary,2.0,10.0,53749.0,Hungary,10187576.0,0.005275936100992032
409,HUN,2002,Hungary,0.045193,1,Hungary,2.0,10.0,67608.0,Hungary,10158608.0,0.006655242529291415
410,HUN,2003,Hungary,0.147299,2,Hungary,2.0,10.0,85302.0,Hungary,10129552.0,0.008421102927355524
411,HUN,2004,Hungary,0.0,1,Hungary,2.0,10.0,103960.0,Hungary,10107146.0,0.010285791854594759
412,HUN,2005,Hungary,0.066601,4,Hungary,2.0,10.0,112980.0,Hungary,10087065.0,0.011200482994805723
413,HUN,2006,Hungary,0.013442,2,Hungary,2.0,10.0,115577.0,Hungary,10071370.0,0.011475797235132857
414,HUN,2007,Hungary,0.0,1,Hungary,2.0,10.0,139966.0,Hungary,10055780.0,0.013918960040891905
415,HUN,2008,Hungary,0.0,1,Hungary,5.0,10.0,158136.0,Hungary,10038188.0,0.015753440760424092
416,HUN,2010,Hungary,0.546772,1,Hungary,7.0,10.0,131916.0,Hungary,10000023.0,0.013191569659389783
417,HUN,2012,Hungary,0.0,1,Hungary,11.0,10.0,128475.0,Hungary,9920362.0,0.01295063627718424
418,HUN,2013,Hungary,0.0,2,Hungary,11.0,10.0,135411.0,Hungary,9893082.0,0.013687443407423491
419,HUN,2014,Hungary,0.0,1,Hungary,11.0,10.0,140765.0,Hungary,9866468.0,0.014267010241152152
420,HUN,2016,Hungary,0.0,1,Hungary,12.0,10.0,128470.0,Hungary,9814023.0,0.013090452304829529
421,HUN,2017,Hungary,0.0,1,Hungary,12.0,10.0,142961.0,Hungary,9787966.0,0.014605792459843036
422,HUN,2018,Hungary,0.0,1,Hungary,12.0,10.0,160418.0,Hungary,9775564.0,0.016410101759857538
423,IDN,2000,Indonesia,0.263731,10,Indonesia,1.0,6.0,165021.0,Indonesia,211513823.0,0.0007801901438848278
424,IDN,2001,Indonesia,0.030606,8,Indonesia,1.0,6.0,160446.0,Indonesia,214427417.0,0.0007482531956256322
425,IDN,2002,Indonesia,0.529662,11,Indonesia,1.0,6.0,195660.0,Indonesia,217357793.0,0.0009001747639202428
426,IDN,2003,Indonesia,0.007308,13,Indonesia,1.0,6.0,234772.0,Indonesia,220309469.0,0.001065646433926088
427,IDN,2004,Indonesia,0.091096,9,Indonesia,1.0,8.0,256836.0,Indonesia,223285676.0,0.0011502573949257722
428,IDN,2005,Indonesia,0.006938,7,Indonesia,2.0,8.0,285868.0,Indonesia,226289470.0,0.0012632845885405097
429,IDN,2006,Indonesia,0.214046,12,Indonesia,4.0,8.0,364570.0,Indonesia,229318262.0,0.001589799245905675
430,IDN,2007,Indonesia,1.268971,13,Indonesia,6.0,8.0,432216.0,Indonesia,232374245.0,0.0018599995881643423
431,IDN,2008,Indonesia,0.002181,13,Indonesia,9.0,8.0,510228.0,Indonesia,235469762.0,0.0021668514702962156
432,IDN,2009,Indonesia,0.0,7,Indonesia,14.0,8.0,539580.0,Indonesia,238620563.0,0.0022612468649652797
433,IDN,2010,Indonesia,0.096928,8,Indonesia,15.0,8.0,755094.0,Indonesia,241834215.0,0.003122362152104904
434,IDN,2011,Indonesia,0.0,8,Indonesia,18.0,8.0,892969.0,Indonesia,245116206.0,0.0036430434958674256
435,IDN,2012,Indonesia,0.00118,11,Indonesia,21.0,8.0,917869.0,Indonesia,248452413.0,0.003694345282933517
436,IDN,2013,Indonesia,3.496501,12,Indonesia,24.0,8.0,912524.0,Indonesia,251806402.0,0.003623911039402406
437,IDN,2014,Indonesia,1.062195,8,Indonesia,27.0,9.0,890814.0,Indonesia,255129004.0,0.0034916218306563058
438,IDN,2015,Indonesia,1.411914,11,Indonesia,29.0,9.0,860854.0,Indonesia,258383256.0,0.003331694217832753
439,IDN,2016,Indonesia,0.150157,12,Indonesia,29.0,9.0,931877.0,Indonesia,261554226.0,0.003562844364059329
440,IDN,2017,Indonesia,0.037586,10,Indonesia,31.0,9.0,1015618.0,Indonesia,264645886.0,0.003837648925326578
441,IDN,2018,Indonesia,0.0,8,Indonesia,31.0,9.0,1042240.0,Indonesia,267663435.0,0.0038938452687794283
442,IND,2001,India,0.553861,21,India,1.0,9.0,485441.0,India,1075000085.0,0.00045157298755004285
443,IND,2002,India,1.449054,18,India,1.0,9.0,514937.0,India,1093317189.0,0.0004709859180673688
444,IND,2003,India,0.902946,17,India,2.0,9.0,607699.0,India,1111523144.0,0.0005467263576834708
445,IND,2004,India,3.982415,6,India,2.0,9.0,709148.0,India,1129623456.0,0.0006277737915527137
446,IND,2005,India,8.658079,30,India,4.0,9.0,820381.0,India,1147609927.0,0.00071486049457988
447,IND,2006,India,4.556673,20,India,6.0,9.0,940259.0,India,1165486291.0,0.0008067525180354095
448,IND,2007,India,0.49158,20,India,6.0,9.0,1216735.0,India,1183209472.0,0.0010283343979180044
449,IND,2008,India,0.213954,11,India,7.0,9.0,1198895.0,India,1200669765.0,0.000998521854175282
450,IND,2009,India,3.453163,18,India,9.0,9.0,1341886.0,India,1217726215.0,0.0011019603450025096
451,IND,2010,India,2.670485,17,India,10.0,9.0,1675615.0,India,1234281170.0,0.0013575634472330158
452,IND,2011,India,2.448572,12,India,10.0,9.0,1823050.0,India,1250288729.0,0.0014581032026563202
453,IND,2012,India,0.287971,10,India,12.0,9.0,1827637.0,India,1265782790.0,0.0014438788506517773
454,IND,2013,India,2.625832,11,India,12.0,9.0,1856722.0,India,1280846129.0,0.001449605817561869
455,IND,2014,India,26.858183,16,India,15.0,9.0,2039127.0,India,1295604184.0,0.0015738811476391466
456,IND,2015,India,7.944445,19,India,15.0,9.0,2103587.0,India,1310152403.0,0.0016056048099314137
457,IND,2016,India,2.821387,15,India,16.0,9.0,2294797.0,India,1324509589.0,0.001732563523177332
458,IND,2017,India,2.340257,18,India,16.0,9.0,2652754.0,India,1338658835.0,0.0019816505375695667
459,IND,2018,India,6.592211,23,India,16.0,9.0,2713165.0,India,1352617328.0,0.0020058629620039884
460,IRN,2000,Iran (Islamic Republic of),0.009441,5,Iran (Islamic Republic of),1.0,3.0,109591.0,"Iran, Islamic Rep.",65623405.0,0.001669998684158495
461,IRN,2001,Iran (Islamic Republic of),0.158848,4,Iran (Islamic Republic of),2.0,3.0,126878.0,"Iran, Islamic Rep.",66449112.0,0.001909400986427027
462,IRN,2002,Iran (Islamic Republic of),0.094996,4,Iran (Islamic Republic of),2.0,3.0,128626.0,"Iran, Islamic Rep.",67284796.0,0.001911665155379233
463,IRN,2003,Iran (Islamic Republic of),0.001234,2,Iran (Islamic Republic of),3.0,3.0,153544.0,"Iran, Islamic Rep.",68122938.0,0.0022539251022908025
464,IRN,2004,Iran (Islamic Republic of),0.000344,3,Iran (Islamic Republic of),3.0,-7.0,190043.0,"Iran, Islamic Rep.",68951281.0,0.002756192448404258
465,IRN,2005,Iran (Islamic Republic of),0.0,5,Iran (Islamic Republic of),3.0,-6.0,226452.0,"Iran, Islamic Rep.",69762347.0,0.0032460490470597268
466,IRN,2006,Iran (Islamic Republic of),0.021506,1,Iran (Islamic Republic of),4.0,-6.0,266298.0,"Iran, Islamic Rep.",70554760.0,0.003774344920172643
467,IRN,2007,Iran (Islamic Republic of),0.028751,2,Iran (Islamic Republic of),4.0,-6.0,349881.0,"Iran, Islamic Rep.",71336475.0,0.00490465782056094
468,IRN,2008,Iran (Islamic Republic of),0.0,3,Iran (Islamic Republic of),5.0,-6.0,412336.0,"Iran, Islamic Rep.",72120604.0,0.005717312073537265
469,IRN,2012,Iran (Islamic Republic of),0.0,1,Iran (Islamic Republic of),10.0,-7.0,598868.0,"Iran, Islamic Rep.",75539862.0,0.007927840800132783
470,IRN,2014,Iran (Islamic Republic of),0.056086,1,Iran (Islamic Republic of),11.0,-7.0,432687.0,"Iran, Islamic Rep.",77465753.0,0.005585526290566104
471,IRN,2015,Iran (Islamic Republic of),0.727107,5,Iran (Islamic Republic of),11.0,-7.0,384951.0,"Iran, Islamic Rep.",78492215.0,0.004904320766078521
472,IRN,2016,Iran (Islamic Republic of),0.0,1,Iran (Islamic Republic of),11.0,-7.0,417983.0,"Iran, Islamic Rep.",79564016.0,0.0052534175751007845
473,IRN,2017,Iran (Islamic Republic of),0.428918,2,Iran (Islamic Republic of),12.0,-7.0,445345.0,"Iran, Islamic Rep.",80673951.0,0.0055203072922510015
474,IRN,2018,Iran (Islamic Republic of),0.179131,1,Iran (Islamic Republic of),12.0,-7.0,453996.0,"Iran, Islamic Rep.",81800269.0,0.005550055098229567
475,ITA,2000,Italy,12.667282,4,Italy,3.0,10.0,1143829.0,Italy,56942108.0,0.020087577368930562
476,ITA,2001,Italy,0.42084,3,Italy,4.0,10.0,1167012.0,Italy,56974100.0,0.0204832020163548
477,ITA,2002,Italy,0.973156,6,Italy,6.0,10.0,1270712.0,Italy,57059007.0,0.02227013870045092
478,ITA,2003,Italy,7.666939,3,Italy,6.0,10.0,1574145.0,Italy,57313203.0,0.02746566092284181
479,ITA,2004,Italy,0.0,1,Italy,7.0,10.0,1803226.0,Italy,57685327.0,0.031259699715319285
480,ITA,2005,Italy,0.0,1,Italy,9.0,10.0,1857524.0,Italy,57969484.0,0.03204313497080637
481,ITA,2006,Italy,0.0,2,Italy,9.0,10.0,1947919.0,Italy,58143979.0,0.033501645974383695
482,ITA,2007,Italy,0.0,2,Italy,11.0,10.0,2210292.0,Italy,58438310.0,0.03782265435122953
483,ITA,2008,Italy,0.349878,3,Italy,12.0,10.0,2398856.0,Italy,58826731.0,0.040778332557693885
484,ITA,2009,Italy,0.170511,4,Italy,14.0,10.0,2191241.0,Italy,59095365.0,0.037079743902080985
485,ITA,2010,Italy,1.083603,3,Italy,17.0,10.0,2134017.0,Italy,59277417.0,0.03600050589248854
486,ITA,2011,Italy,0.656526,4,Italy,17.0,10.0,2291991.0,Italy,59379449.0,0.03859906143622181
487,ITA,2012,Italy,1.578653,3,Italy,17.0,10.0,2087077.0,Italy,59539717.0,0.03505352569949233
488,ITA,2013,Italy,0.907276,1,Italy,19.0,10.0,2141315.0,Italy,60233948.0,0.03554996926318029
489,ITA,2014,Italy,1.244188,5,Italy,21.0,10.0,2159133.0,Italy,60789140.0,0.035518400161607816
490,ITA,2015,Italy,1.306735,4,Italy,23.0,10.0,1835899.0,Italy,60730582.0,0.030230222394377844
491,ITA,2016,Italy,0.112901,1,Italy,25.0,10.0,1875797.0,Italy,60627498.0,0.030939706599800637
492,ITA,2017,Italy,2.923385,4,Italy,25.0,10.0,1961796.0,Italy,60536709.0,0.032406717054936036
493,ITA,2018,Italy,1.187012,4,Italy,26.0,10.0,2091544.0,Italy,60421760.0,0.03461574108400682
494,JPN,2000,Japan,14.933229,4,Japan,8.0,10.0,4887519.0,Japan,126843000.0,0.038532035666138456
495,JPN,2001,Japan,1.989424,5,Japan,8.0,10.0,4303544.0,Japan,127149000.0,0.03384646359782617
496,JPN,2002,Japan,0.038414,6,Japan,9.0,10.0,4115116.0,Japan,127445000.0,0.03228934834634548
497,JPN,2003,Japan,0.164976,3,Japan,9.0,10.0,4445658.0,Japan,127718000.0,0.034808390360011904
498,JPN,2004,Japan,24.522124,11,Japan,9.0,10.0,4815148.0,Japan,127761000.0,0.0376887156487504
499,JPN,2005,Japan,1.433301,4,Japan,9.0,10.0,4755410.0,Japan,127773000.0,0.03721764379015911
500,JPN,2006,Japan,3.360378,5,Japan,9.0,10.0,4530377.0,Japan,127854000.0,0.03543398720415474
501,JPN,2007,Japan,1.385282,5,Japan,10.0,10.0,4515264.0,Japan,128001000.0,0.03527522441230928
502,JPN,2008,Japan,0.0,2,Japan,10.0,10.0,5037908.0,Japan,128063000.0,0.03933929394126329
503,JPN,2009,Japan,1.263044,5,Japan,10.0,10.0,5231382.0,Japan,128047000.0,0.04085517036713082
504,JPN,2010,Japan,0.0,2,Japan,10.0,10.0,5700098.0,Japan,128070000.0,0.044507675489966425
505,JPN,2011,Japan,3.035681,5,Japan,11.0,10.0,6157459.0,Japan,127833000.0,0.04816799261536536
506,JPN,2012,Japan,2.009195,7,Japan,13.0,10.0,6203213.0,Japan,127629000.0,0.0486034756990966
507,JPN,2013,Japan,0.258456,9,Japan,14.0,10.0,5155717.0,Japan,127445000.0,0.04045444701636
508,JPN,2014,Japan,7.644825,11,Japan,15.0,10.0,4850413.0,Japan,127276000.0,0.03810940790093969
509,JPN,2015,Japan,1.863726,10,Japan,20.0,10.0,4389475.0,Japan,127141000.0,0.03452446496409498
510,JPN,2016,Japan,0.112901,7,Japan,21.0,10.0,4922538.0,Japan,126994511.0,0.038761817036328444
511,JPN,2017,Japan,2.43422,4,Japan,22.0,10.0,4866864.0,Japan,126785797.0,0.038386507914604975
512,JPN,2018,Japan,28.596195,5,Japan,27.0,10.0,4954806.0,Japan,126529100.0,0.03915941866337467
513,KEN,2006,Kenya,0.0,7,Kenya,1.0,8.0,25825.0,Kenya,37649033.0,0.0006859405924184029
514,KEN,2007,Kenya,0.0,4,Kenya,1.0,7.0,31958.0,Kenya,38705932.0,0.0008256615549265162
515,KEN,2008,Kenya,0.0,9,Kenya,2.0,7.0,35895.0,Kenya,39791981.0,0.0009020661725788419
516,KEN,2009,Kenya,0.0,5,Kenya,5.0,7.0,37021.0,Kenya,40901792.0,0.0009051192671460459
517,KEN,2010,Kenya,0.0,6,Kenya,5.0,8.0,40000.0,Kenya,42030676.0,0.000951685859156774
518,KEN,2011,Kenya,0.0,4,Kenya,6.0,8.0,41953.0,Kenya,43178257.0,0.000971623287155848
519,KEN,2012,Kenya,0.118021,1,Kenya,6.0,8.0,50412.0,Kenya,44343410.0,0.0011368543826467113
520,KEN,2013,Kenya,0.041874,4,Kenya,8.0,9.0,55096.0,Kenya,45519889.0,0.0012103720200196445
521,KEN,2014,Kenya,0.0,2,Kenya,8.0,9.0,61448.0,Kenya,46699981.0,0.0013158035331962982
522,KEN,2015,Kenya,0.0,3,Kenya,8.0,9.0,64007.0,Kenya,47878336.0,0.0013368676806144641
523,KEN,2016,Kenya,0.0,3,Kenya,14.0,9.0,69188.0,Kenya,49051686.0,0.0014105121687356475
524,KEN,2017,Kenya,0.0,4,Kenya,15.0,9.0,78965.0,Kenya,50221473.0,0.0015723354032248318
525,KEN,2018,Kenya,0.377686,3,Kenya,17.0,9.0,87778.0,Kenya,51393010.0,0.0017079754620326771
526,KHM,2004,Cambodia,0.0,2,Cambodia,2.0,2.0,5337.0,Cambodia,13066469.0,0.00040845005640008787
527,KHM,2005,Cambodia,0.0,2,Cambodia,2.0,2.0,6293.0,Cambodia,13273354.0,0.0004741077500080236
528,KHM,2006,Cambodia,0.0,3,Cambodia,3.0,2.0,7274.0,Cambodia,13477709.0,0.0005397059693157049
529,KHM,2007,Cambodia,0.001307,2,Cambodia,3.0,2.0,8639.0,Cambodia,13679962.0,0.000631507602141
530,KHM,2009,Cambodia,0.0,2,Cambodia,3.0,2.0,10401.0,Cambodia,14093604.0,0.0007379943412628878
531,KHM,2010,Cambodia,0.086986,1,Cambodia,4.0,2.0,11242.0,Cambodia,14312212.0,0.0007854830546109853
532,KHM,2011,Cambodia,0.627615,1,Cambodia,4.0,2.0,12829.0,Cambodia,14541423.0,0.0008822382788809596
533,KHM,2012,Cambodia,0.0,1,Cambodia,4.0,2.0,14054.0,Cambodia,14780454.0,0.0009508503595356408
534,KHM,2013,Cambodia,0.581587,1,Cambodia,8.0,2.0,15227.0,Cambodia,15026332.0,0.0010133544234214977
535,KHM,2014,Cambodia,0.002289,1,Cambodia,14.0,2.0,16702.0,Cambodia,15274503.0,0.001093456199524135
536,KHM,2015,Cambodia,0.0,2,Cambodia,20.0,2.0,18049.0,Cambodia,15521436.0,0.001162843437939634
537,KHM,2016,Cambodia,0.0,1,Cambodia,22.0,2.0,20016.0,Cambodia,15766293.0,0.00126954382999225
538,KHM,2018,Cambodia,0.0,1,Cambodia,26.0,-4.0,24571.0,Cambodia,16249798.0,0.0015120803347832385
539,KOR,2000,Korea (the Republic of),0.208184,6,Republic of Korea,6.0,8.0,576178.0,"Korea, Rep.",47008111.0,0.012256991139252544
540,KOR,2001,Korea (the Republic of),0.5601,4,Republic of Korea,6.0,8.0,547658.0,"Korea, Rep.",47370164.0,0.01156124348651189
541,KOR,2002,Korea (the Republic of),6.861803,5,Republic of Korea,6.0,8.0,627246.0,"Korea, Rep.",47644736.0,0.013165064027220131
542,KOR,2003,Korea (the Republic of),6.628477,1,Republic of Korea,6.0,8.0,702717.0,"Korea, Rep.",47892330.0,0.014672850537862743
543,KOR,2004,Korea (the Republic of),1.187258,7,Republic of Korea,9.0,8.0,793175.0,"Korea, Rep.",48082519.0,0.016496119930821427
544,KOR,2005,Korea (the Republic of),0.229634,5,Republic of Korea,10.0,8.0,934901.0,"Korea, Rep.",48184561.0,0.019402501145543278
545,KOR,2006,Korea (the Republic of),0.0,1,Republic of Korea,12.0,8.0,1053216.0,"Korea, Rep.",48438292.0,0.021743458666957125
546,KOR,2007,Korea (the Republic of),0.091481,2,Republic of Korea,12.0,8.0,1172614.0,"Korea, Rep.",48683638.0,0.024086408661571267
547,KOR,2008,Korea (the Republic of),0.0,1,Republic of Korea,14.0,8.0,1047339.0,"Korea, Rep.",49054708.0,0.021350427771377214
548,KOR,2010,Korea (the Republic of),0.0,1,Republic of Korea,19.0,8.0,1144066.0,"Korea, Rep.",49554112.0,0.023087206163637842
549,KOR,2011,Korea (the Republic of),0.062641,3,Republic of Korea,20.0,8.0,1253223.0,"Korea, Rep.",49936638.0,0.025096262988309304
550,KOR,2012,Korea (the Republic of),0.94299,3,Republic of Korea,22.0,8.0,1278427.0,"Korea, Rep.",50199853.0,0.025466747880715904
551,KOR,2014,Korea (the Republic of),0.01488,3,Republic of Korea,23.0,8.0,1484318.0,"Korea, Rep.",50746659.0,0.02924957089293307
552,KOR,2015,Korea (the Republic of),0.0,1,Republic of Korea,24.0,8.0,1465773.0,"Korea, Rep.",51014947.0,0.02873222626302052
553,KOR,2016,Korea (the Republic of),0.285639,2,Republic of Korea,26.0,8.0,1500111.0,"Korea, Rep.",51217803.0,0.029288858797789512
554,KOR,2018,Korea (the Republic of),0.0,1,Republic of Korea,27.0,8.0,1724845.0,"Korea, Rep.",51606633.0,0.03342293228081747
555,LKA,2000,Sri Lanka,0.004721,4,Sri Lanka,2.0,5.0,16330.0,Sri Lanka,18777601.0,0.0008696531575039857
556,LKA,2001,Sri Lanka,0.0,2,Sri Lanka,2.0,6.0,15749.0,Sri Lanka,18911730.0,0.0008327635811213464
557,LKA,2002,Sri Lanka,0.0,1,Sri Lanka,2.0,6.0,16536.0,Sri Lanka,19062482.0,0.0008674631141946783
558,LKA,2003,Sri Lanka,0.042717,1,Sri Lanka,3.0,5.0,18881.0,Sri Lanka,19224037.0,0.0009821558291840575
559,LKA,2004,Sri Lanka,0.0,2,Sri Lanka,3.0,5.0,20662.0,Sri Lanka,19387153.0,0.0010657573084609175
560,LKA,2005,Sri Lanka,0.0,1,Sri Lanka,4.0,5.0,24405.0,Sri Lanka,19544988.0,0.0012486577121459477
561,LKA,2006,Sri Lanka,0.004032,1,Sri Lanka,4.0,6.0,28279.0,Sri Lanka,19695972.0,0.0014357758022807913
562,LKA,2007,Sri Lanka,6.5e-05,3,Sri Lanka,5.0,6.0,32350.0,Sri Lanka,19842044.0,0.0016303763866262972
563,LKA,2008,Sri Lanka,0.0,4,Sri Lanka,6.0,6.0,40713.0,Sri Lanka,19983984.0,0.0020372814549891555
564,LKA,2009,Sri Lanka,0.0,4,Sri Lanka,6.0,5.0,42066.0,Sri Lanka,20123508.0,0.0020903909994221684
565,LKA,2010,Sri Lanka,0.13048,2,Sri Lanka,8.0,3.0,56725.0,Sri Lanka,20261737.0,0.002799611899019319
566,LKA,2011,Sri Lanka,0.602318,5,Sri Lanka,8.0,3.0,65292.0,Sri Lanka,20398670.0,0.0032007969147008113
567,LKA,2012,Sri Lanka,0.068688,3,Sri Lanka,9.0,3.0,68434.0,Sri Lanka,20425000.0,0.0033505018359853123
568,LKA,2013,Sri Lanka,0.002326,3,Sri Lanka,9.0,3.0,74317.0,Sri Lanka,20585000.0,0.0036102501821714842
569,LKA,2014,Sri Lanka,0.030904,7,Sri Lanka,10.0,3.0,79356.0,Sri Lanka,20778000.0,0.0038192318798729425
570,LKA,2015,Sri Lanka,0.0,2,Sri Lanka,12.0,6.0,80604.0,Sri Lanka,20970000.0,0.003843776824034335
571,LKA,2016,Sri Lanka,1.377388,2,Sri Lanka,13.0,6.0,82401.0,Sri Lanka,21203000.0,0.003886289675989247
572,LKA,2017,Sri Lanka,0.812512,4,Sri Lanka,13.0,6.0,87428.0,Sri Lanka,21444000.0,0.004077037866069763
573,LKA,2018,Sri Lanka,0.0,3,Sri Lanka,13.0,6.0,88425.0,Sri Lanka,21670000.0,0.00408052607291186
574,MDG,2003,Madagascar,0.220949,4,Madagascar,1.0,7.0,6372.0,Madagascar,17279141.0,0.00036876833171278593
575,MDG,2004,Madagascar,0.358647,2,Madagascar,1.0,7.0,5064.0,Madagascar,17802997.0,0.00028444648954330557
576,MDG,2005,Madagascar,0.0,4,Madagascar,1.0,7.0,5859.0,Madagascar,18336724.0,0.0003195227239064077
577,MDG,2006,Madagascar,0.0,2,Madagascar,1.0,7.0,6395.0,Madagascar,18880269.0,0.0003387133943907261
578,MDG,2007,Madagascar,0.313649,4,Madagascar,1.0,7.0,8524.0,Madagascar,19433530.0,0.0004386233484086525
579,MDG,2008,Madagascar,0.075513,5,Madagascar,1.0,7.0,10725.0,Madagascar,19996473.0,0.0005363445843674532
580,MDG,2009,Madagascar,0.006315,4,Madagascar,1.0,0.0,9616.0,Madagascar,20569117.0,0.00046749697617063486
581,MDG,2010,Madagascar,0.0,2,Madagascar,1.0,0.0,9982.0,Madagascar,21151640.0,0.0004719255811842486
582,MDG,2011,Madagascar,0.0,1,Madagascar,2.0,3.0,11551.0,Madagascar,21743967.0,0.0005312278113740698
583,MDG,2012,Madagascar,0.118021,3,Madagascar,2.0,3.0,11578.0,Madagascar,22346641.0,0.0005181091869690841
584,MDG,2013,Madagascar,0.029079,3,Madagascar,4.0,3.0,12423.0,Madagascar,22961253.0,0.0005410419021993269
585,MDG,2014,Madagascar,0.0,2,Madagascar,5.0,6.0,12522.0,Madagascar,23589887.0,0.0005308206859998948
586,MDG,2015,Madagascar,0.05259,3,Madagascar,8.0,6.0,11323.0,Madagascar,24234088.0,0.000467234417899283
587,MDG,2016,Madagascar,0.0,1,Madagascar,9.0,6.0,11848.0,Madagascar,24894380.0,0.0004759307120723633
588,MDG,2017,Madagascar,0.022109,3,Madagascar,10.0,6.0,13176.0,Madagascar,25570540.0,0.0005152804751092468
589,MDG,2018,Madagascar,0.0,3,Madagascar,10.0,6.0,13853.0,Madagascar,26262368.0,0.0005274848025890125
590,MEX,2000,Mexico,0.001574,6,Mexico,3.0,8.0,707906.0,Mexico,98899845.0,0.00715780697128494
591,MEX,2001,Mexico,0.61366,6,Mexico,3.0,8.0,756706.0,Mexico,100298153.0,0.007544565651174055
592,MEX,2002,Mexico,1.581755,7,Mexico,3.0,8.0,772106.0,Mexico,101684758.0,0.007593134066366171
593,MEX,2003,Mexico,0.147299,8,Mexico,3.0,8.0,729336.0,Mexico,103081020.0,0.007075366541774616
594,MEX,2004,Mexico,0.005165,3,Mexico,3.0,8.0,782240.0,Mexico,104514932.0,0.0074844807821336
595,MEX,2005,Mexico,10.975226,7,Mexico,3.0,8.0,877476.0,Mexico,106005203.0,0.008277669163088155
596,MEX,2006,Mexico,0.003629,7,Mexico,3.0,8.0,975387.0,Mexico,107560153.0,0.00906829316243163
597,MEX,2007,Mexico,4.704733,7,Mexico,4.0,8.0,1052696.0,Mexico,109170502.0,0.009642678019379264
598,MEX,2008,Mexico,0.094392,3,Mexico,5.0,8.0,1109989.0,Mexico,110815271.0,0.010016570730580987
